"Date","Price","Open","High","Low","Vol.","Change %"
"06/20/2023","146.84","146.13","147.71","145.38","687.83K","0.01%"
"06/19/2023","146.82","149.27","149.27","146.40","967.25K","-3.83%"
"06/16/2023","152.67","146.35","152.67","145.84","3.92M","4.76%"
"06/15/2023","145.73","144.84","145.89","144.51","464.24K","0.45%"
"06/14/2023","145.07","144.24","145.71","144.05","594.96K","0.45%"
"06/13/2023","144.42","144.09","144.95","143.02","664.55K","0.57%"
"06/12/2023","143.60","143.24","143.75","142.42","621.70K","0.87%"
"06/09/2023","142.36","142.36","143.40","141.96","611.34K","-0.06%"
"06/08/2023","142.45","142.27","143.15","141.96","401.47K","-0.13%"
"06/07/2023","142.64","143.20","143.20","142.15","577.65K","-0.56%"
"06/06/2023","143.44","143.91","144.47","143.35","638.61K","-0.29%"
"06/05/2023","143.85","144.91","145.56","143.47","579.41K","-0.72%"
"06/02/2023","144.89","144.55","145.33","143.25","838.90K","0.84%"
"06/01/2023","143.69","143.00","144.09","141.96","549.44K","0.91%"
"05/31/2023","142.40","144.55","145.04","141.58","2.24M","-1.84%"
"05/30/2023","145.07","145.45","145.80","144.53","864.81K","-0.06%"
"05/29/2023","145.15","144.96","145.15","144.42","314.80K","0.21%"
"05/26/2023","144.85","143.89","144.85","142.84","767.89K","1.01%"
"05/25/2023","143.40","143.67","144.60","142.89","607.69K","-0.06%"
"05/24/2023","143.49","144.44","144.45","142.47","641.05K","-1.35%"
"05/23/2023","145.45","147.35","147.93","145.35","633.71K","-1.52%"
"05/22/2023","147.69","148.00","148.84","147.51","609.66K","-0.28%"
"05/19/2023","148.11","147.16","148.73","146.84","688.80K","1.00%"
"05/18/2023","146.64","145.78","147.31","145.65","482.83K","1.07%"
"05/17/2023","145.09","144.69","146.22","144.38","714.62K","0.03%"
"05/16/2023","145.04","145.69","146.11","144.75","572.26K","-0.63%"
"05/15/2023","145.96","146.65","146.96","145.58","490.37K","-1.92%"
"05/12/2023","148.82","148.11","149.25","148.04","492.33K","0.60%"
"05/11/2023","147.93","147.18","148.98","146.84","408.82K","0.45%"
"05/10/2023","147.27","148.42","148.60","146.82","651.77K","-0.92%"
"05/09/2023","148.64","148.25","148.82","147.35","737.33K","0.09%"
"05/08/2023","148.51","148.85","148.98","148.24","286.44K","-0.03%"
"05/05/2023","148.55","148.64","148.71","147.55","642.25K","0.41%"
"05/04/2023","147.95","148.00","148.47","146.78","638.55K","-0.03%"
"05/03/2023","148.00","147.95","148.35","147.27","566.38K","0.52%"
"05/02/2023","147.24","149.09","149.56","147.11","769.66K","-0.75%"
"04/28/2023","148.35","148.33","148.98","146.49","1.01M","0.49%"
"04/27/2023","147.62","146.40","148.07","145.60","903.02K","1.00%"
"04/26/2023","146.16","147.78","148.51","145.78","1.10M","-1.54%"
"04/25/2023","148.44","148.44","148.84","148.00","823.01K","0.00%"
"04/24/2023","148.44","148.00","148.65","147.78","614.10K","0.24%"
"04/21/2023","148.09","147.51","148.09","147.02","938.66K","0.37%"
"04/20/2023","147.55","146.53","147.55","146.27","635.36K","0.39%"
"04/19/2023","146.98","146.09","147.09","145.85","539.61K","0.52%"
"04/18/2023","146.22","145.45","146.69","145.31","644.96K","0.52%"
"04/17/2023","145.47","144.09","145.85","144.05","624.70K","0.99%"
"04/14/2023","144.05","144.95","145.15","143.60","715.33K","-0.19%"
"04/13/2023","144.33","144.76","145.20","144.00","553.78K","-0.14%"
"04/12/2023","144.53","144.16","145.98","143.53","792.61K","0.10%"
"04/11/2023","144.38","145.24","145.44","143.76","908.86K","0.49%"
"04/06/2023","143.67","141.78","143.91","141.31","913.23K","1.79%"
"04/05/2023","141.15","140.13","141.51","139.56","887.55K","0.53%"
"04/04/2023","140.40","139.89","141.16","139.64","566.37K","0.31%"
"04/03/2023","139.96","140.11","140.75","139.47","585.87K","-0.16%"
"03/31/2023","140.18","138.73","140.80","138.64","941.75K","0.98%"
"03/30/2023","138.82","137.73","139.33","137.40","812.74K","1.06%"
"03/29/2023","137.36","137.02","137.60","136.64","842.19K","0.62%"
"03/28/2023","136.51","137.16","137.18","136.27","504.87K","0.20%"
"03/27/2023","136.24","136.84","137.33","135.69","705.05K","0.18%"
"03/24/2023","136.00","137.09","137.11","134.76","834.98K","-1.15%"
"03/23/2023","137.58","137.62","138.07","136.51","660.71K","0.10%"
"03/22/2023","137.44","136.45","138.13","135.98","637.41K","0.78%"
"03/21/2023","136.38","137.27","137.78","136.24","745.11K","-0.31%"
"03/20/2023","136.80","134.49","137.38","133.58","1.14M","2.21%"
"03/17/2023","133.84","136.76","137.49","133.22","1.97M","-1.73%"
"03/16/2023","136.20","134.27","136.53","133.00","1.40M","1.86%"
"03/15/2023","133.71","135.62","135.69","133.15","1.50M","-1.55%"
"03/14/2023","135.82","133.56","136.04","133.07","951.83K","1.98%"
"03/13/2023","133.18","135.20","135.25","132.36","1.30M","-1.59%"
